,path,min_r,min_c,max_r,max_c,r_len,c_len,category,box_area,c_by_r,r_by_c
39429,/images/55f8c052-8e49-4423-a4c4-365fc6afb6e1.png,79,964,197,1072,118,108,red blood cell,12744,0.9152542372881356,1.0925925925925926
23187,/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,488,721,602,844,114,123,red blood cell,14022,1.0789473684210527,0.926829268292683
70950,/images/deaa1931-5f97-45bf-8c00-be6ddeb37b9a.png,463,1248,568,1346,105,98,red blood cell,10290,0.9333333333333333,1.0714285714285714
61727,/images/985627c9-7b85-40de-a106-eb9cc47b47cb.png,893,120,1013,247,120,127,red blood cell,15240,1.0583333333333333,0.9448818897637795
13730,/images/1b369bcf-ced4-4ae2-9196-2664bd2b1738.png,325,1425,440,1542,115,117,red blood cell,13455,1.017391304347826,0.9829059829059829
64595,/images/6dfafdf1-f588-4e80-8cf8-0126e1bf7af9.png,789,78,875,180,86,102,red blood cell,8772,1.186046511627907,0.8431372549019608
42535,/images/29648565-fe28-4517-ba72-68df0c82c9c5.png,567,693,659,781,92,88,red blood cell,8096,0.9565217391304348,1.0454545454545454
55393,/images/d67655e6-0a80-4a86-b552-1f5e85788377.png,974,112,1091,219,117,107,red blood cell,12519,0.9145299145299145,1.0934579439252337
15734,/images/64113b22-03b1-4ab8-89ab-b2f32154fbbd.png,732,1035,831,1144,99,109,red blood cell,10791,1.101010101010101,0.908256880733945
50592,/images/e98ea067-82b5-4a0d-87bf-b4bbdc10ddab.png,828,710,941,813,113,103,red blood cell,11639,0.911504424778761,1.0970873786407767
42219,/images/ca734448-0d52-42fa-b41c-17b2939e58ae.png,541,438,640,560,99,122,red blood cell,12078,1.2323232323232323,0.8114754098360656
13316,/images/030f3421-ed3f-4bf1-8f27-4d02590bffbc.png,1042,400,1143,505,101,105,red blood cell,10605,1.0396039603960396,0.9619047619047619
20384,/images/11e517bf-943b-4928-929a-e9f72c097880.png,1017,1288,1148,1397,131,109,red blood cell,14279,0.8320610687022901,1.201834862385321
51168,/images/d64cd75a-df26-44d5-ac25-69061a4e4d57.png,687,916,805,1011,118,95,red blood cell,11210,0.8050847457627118,1.2421052631578948
22555,/images/bfe65b11-8aff-46aa-908b-1e989d25fdc4.png,212,784,340,900,128,116,red blood cell,14848,0.90625,1.103448275862069
76236,/images/90a82250-1f68-48c9-9af9-15f18bf8c974.png,540,1432,645,1529,105,97,red blood cell,10185,0.9238095238095239,1.0824742268041236
78396,/images/24115f58-a7d6-4022-a95a-86b515a78d3e.png,805,793,887,887,82,94,red blood cell,7708,1.146341463414634,0.8723404255319149
23201,/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,740,175,819,256,79,81,red blood cell,6399,1.0253164556962024,0.9753086419753086
37188,/images/befe6182-266b-4f8a-ac82-3a4154f05f60.png,678,885,800,996,122,111,red blood cell,13542,0.9098360655737705,1.0990990990990992
66848,/images/9106a6bb-1352-411f-ac26-0d6fe48c16a8.png,844,1471,947,1569,103,98,red blood cell,10094,0.9514563106796117,1.0510204081632653
69088,/images/de2b8835-552c-4f01-98b7-67bc4910062e.png,467,393,562,477,95,84,red blood cell,7980,0.8842105263157894,1.130952380952381
20005,/images/8e69098c-fae0-47a3-8833-c2bfdfb1a416.png,876,454,991,578,115,124,red blood cell,14260,1.0782608695652174,0.9274193548387096
78194,/images/2bed2796-75a9-4d93-bb2d-e3ccbe1a5cbe.png,888,1138,964,1231,76,93,red blood cell,7068,1.2236842105263157,0.8172043010752689
72089,/images/64b0e49a-0e48-447d-8872-c1dd255e7a21.png,564,22,669,121,105,99,red blood cell,10395,0.9428571428571428,1.0606060606060606
61235,/images/b3058064-d817-47dd-a8c4-cdb1f62374f8.png,373,130,477,221,104,91,red blood cell,9464,0.875,1.1428571428571428
69587,/images/4a49841f-216c-4815-8140-b8762c4f6603.png,433,620,551,732,118,112,red blood cell,13216,0.9491525423728814,1.0535714285714286
15562,/images/169d541c-daed-468e-8b41-0f1abccdf319.png,405,330,502,436,97,106,red blood cell,10282,1.092783505154639,0.9150943396226415
25334,/images/c52f8cc8-afd7-441c-9f1f-18b6e16d79cf.png,636,819,763,946,127,127,red blood cell,16129,1.0,1.0
68404,/images/040112be-3c8d-49aa-93f1-522f94a592ff.png,624,1302,716,1398,92,96,red blood cell,8832,1.0434782608695652,0.9583333333333334
6680,/images/95fea6d8-413f-421e-b331-5d51c31df150.png,705,152,803,251,98,99,red blood cell,9702,1.010204081632653,0.98989898989899
10742,/images/20d4f65e-6c63-433a-935c-d568d577967b.png,60,814,146,910,86,96,red blood cell,8256,1.1162790697674418,0.8958333333333334
16334,/images/69569ecf-cfa1-4ddd-9342-b22c23387fdb.png,471,1042,600,1166,129,124,red blood cell,15996,0.9612403100775194,1.0403225806451613
53866,/images/540a5fee-175b-4b92-bf62-1ea9b59c86c6.png,836,1187,949,1292,113,105,red blood cell,11865,0.9292035398230089,1.0761904761904761
73573,/images/7624ac36-1cf9-42fb-844d-376078309553.png,158,37,244,140,86,103,red blood cell,8858,1.197674418604651,0.8349514563106796
2982,/images/5a386082-397f-4524-a6f9-c2b8efe5014d.png,526,1315,624,1431,98,116,red blood cell,11368,1.183673469387755,0.8448275862068966
33890,/images/1a332b2c-9d49-4ff2-810c-5633d2314527.png,644,948,767,1057,123,109,red blood cell,13407,0.8861788617886179,1.128440366972477
71445,/images/bcb447c9-5d37-414f-a513-d7076b04a532.png,988,692,1090,807,102,115,red blood cell,11730,1.1274509803921569,0.8869565217391304
42588,/images/184b376b-03cb-4c2d-af51-fc1a62196293.png,53,549,151,658,98,109,red blood cell,10682,1.1122448979591837,0.8990825688073395
45837,/images/7db1373d-5bbf-47e6-ab40-30cba7678745.png,475,511,579,617,104,106,red blood cell,11024,1.0192307692307692,0.9811320754716981
71499,/images/191071ab-6515-428c-9f05-8e4309542b75.png,916,1376,1011,1489,95,113,red blood cell,10735,1.1894736842105262,0.8407079646017699
18513,/images/c22f7031-9cf8-48ce-b03b-1b12d0db4951.png,954,395,1057,494,103,99,red blood cell,10197,0.9611650485436893,1.0404040404040404
35671,/images/4063945d-03fc-4ce3-a04c-17435dce8f91.png,401,816,507,924,106,108,red blood cell,11448,1.0188679245283019,0.9814814814814815
56689,/images/89b3d781-2f81-4d23-bed4-84da064df7f3.png,516,952,616,1058,100,106,red blood cell,10600,1.06,0.9433962264150944
58116,/images/e9916e11-9be6-4dec-9df6-2e7d1a8e1735.png,135,439,267,556,132,117,red blood cell,15444,0.8863636363636364,1.1282051282051282
41573,/images/0fcd1ebe-ee4a-40a0-b787-29cee18bfa1b.png,791,821,889,920,98,99,red blood cell,9702,1.010204081632653,0.98989898989899
17117,/images/dc3bdfe9-1565-4cda-9c4e-0979846dab60.png,617,438,728,556,111,118,red blood cell,13098,1.063063063063063,0.940677966101695
20685,/images/e6d7c5e1-43fc-4712-86d5-aa70252b978f.png,847,1316,969,1450,122,134,red blood cell,16348,1.098360655737705,0.9104477611940298
21246,/images/0ceb4539-5c4c-487d-9826-452a88b5d537.png,464,343,573,465,109,122,red blood cell,13298,1.1192660550458715,0.8934426229508197
68808,/images/aa3ad405-828e-4986-8251-20fd981f34d3.png,551,1037,654,1150,103,113,red blood cell,11639,1.0970873786407767,0.911504424778761
79437,/images/dcb21739-3c36-459d-b3cc-1be5871d6fe7.png,843,1237,935,1321,92,84,red blood cell,7728,0.9130434782608695,1.0952380952380953
42515,/images/29648565-fe28-4517-ba72-68df0c82c9c5.png,276,997,392,1110,116,113,red blood cell,13108,0.9741379310344828,1.0265486725663717
22431,/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,305,167,417,278,112,111,red blood cell,12432,0.9910714285714286,1.009009009009009
30572,/images/7d9c1422-6332-44e9-b134-3ac94f07b0f0.png,197,1419,294,1525,97,106,red blood cell,10282,1.092783505154639,0.9150943396226415
1471,/images/0ac747cd-ff32-49bf-bc1a-3e9b7702ce9c.png,1051,329,1187,446,136,117,red blood cell,15912,0.8602941176470589,1.1623931623931625
2747,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,465,184,561,270,96,86,red blood cell,8256,0.8958333333333334,1.1162790697674418
54883,/images/8f84a2c9-ca38-4405-a488-12fcd101278b.png,1060,1036,1178,1152,118,116,red blood cell,13688,0.9830508474576272,1.0172413793103448
49161,/images/df3d98b9-3dd7-4107-8d4a-ae1b7f247793.png,133,640,229,757,96,117,red blood cell,11232,1.21875,0.8205128205128205
58973,/images/a0eeeb10-d0cb-48d9-8c22-2c3a3c908d00.png,1006,1375,1109,1490,103,115,red blood cell,11845,1.116504854368932,0.8956521739130435
921,/images/dce55b59-c6c3-4693-aa75-6b348c8f52cd.png,649,523,746,619,97,96,red blood cell,9312,0.9896907216494846,1.0104166666666667
43758,/images/ef83ed4c-2724-4d5f-8abe-1a18d25cea35.png,923,1166,1023,1277,100,111,red blood cell,11100,1.11,0.9009009009009009
9269,/images/261562a8-ffd8-4e0e-919b-22e267000b74.png,140,768,252,868,112,100,red blood cell,11200,0.8928571428571429,1.12
32266,/images/f4722a74-35e7-42bd-8ef6-dfff04b9cd22.png,282,53,396,165,114,112,red blood cell,12768,0.9824561403508771,1.0178571428571428
2301,/images/fe851c88-692d-4199-87e0-d19d9c4eb591.png,617,501,714,591,97,90,red blood cell,8730,0.9278350515463918,1.0777777777777777
14258,/images/6382976c-ee87-4916-b798-4ef1373b2df0.png,876,461,998,582,122,121,red blood cell,14762,0.9918032786885246,1.0082644628099173
77420,/images/c7ec51d5-9f45-4209-8357-39e9a984a733.png,201,470,299,578,98,108,red blood cell,10584,1.1020408163265305,0.9074074074074074
58073,/images/a7c91b63-b97c-4f4b-8d34-7ad2b08d7a17.png,636,578,717,659,81,81,red blood cell,6561,1.0,1.0
11830,/images/3cdcb09b-6a8c-43ca-b1d0-c1a289202f65.png,847,20,959,128,112,108,red blood cell,12096,0.9642857142857143,1.037037037037037
58731,/images/e4827c85-311a-4df1-89c2-99dad0c3558c.png,644,331,750,426,106,95,red blood cell,10070,0.8962264150943396,1.1157894736842104
33943,/images/1a332b2c-9d49-4ff2-810c-5633d2314527.png,828,925,938,1038,110,113,red blood cell,12430,1.0272727272727273,0.9734513274336283
39127,/images/7bde7de1-889b-4218-b0e1-e2c04f6a7986.png,102,1186,206,1271,104,85,red blood cell,8840,0.8173076923076923,1.223529411764706
8464,/images/e234ce8b-4ec4-4d93-9068-d7854d77ddf4.png,207,975,312,1089,105,114,red blood cell,11970,1.0857142857142856,0.9210526315789473
49194,/images/a9daf82a-a46d-4296-bd72-2c374ed0a193.png,606,382,711,490,105,108,red blood cell,11340,1.0285714285714285,0.9722222222222222
17901,/images/eb77e4a9-acb0-4d83-8055-2c5fcaa54b45.png,974,220,1072,325,98,105,red blood cell,10290,1.0714285714285714,0.9333333333333333
38295,/images/674b0fd3-f247-4b7f-97f7-3e6c57c9ba9e.png,536,185,651,281,115,96,red blood cell,11040,0.8347826086956521,1.1979166666666667
40464,/images/db249e5a-4142-432c-8288-bacd10d7273d.png,257,1196,346,1307,89,111,red blood cell,9879,1.247191011235955,0.8018018018018018
16425,/images/e474a20b-2769-48f1-a520-4f6ef5a0dbf5.png,353,796,464,895,111,99,red blood cell,10989,0.8918918918918919,1.121212121212121
29740,/images/f25a2ac8-cb6e-4e05-a0cd-cc00ac47718a.png,748,6,870,119,122,113,red blood cell,13786,0.9262295081967213,1.079646017699115
1297,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,232,1013,320,1113,88,100,red blood cell,8800,1.1363636363636365,0.88
51465,/images/baa87bf8-786c-444c-81e8-9fa0a41d8149.png,1077,821,1194,931,117,110,red blood cell,12870,0.9401709401709402,1.0636363636363637
61636,/images/a3c0a876-be12-4ede-8aed-18b32a64401b.png,511,751,619,856,108,105,red blood cell,11340,0.9722222222222222,1.0285714285714285
16678,/images/bc377041-e098-45c4-9651-2b1ea90d1d7e.png,852,1126,1002,1258,150,132,red blood cell,19800,0.88,1.1363636363636365
28685,/images/151f3af5-5e6e-4bcd-9389-4974fc68813e.png,1021,1191,1115,1283,94,92,red blood cell,8648,0.9787234042553191,1.0217391304347827
29834,/images/9cdee92c-6267-4188-a41e-125bc0abb9ae.png,577,647,686,748,109,101,red blood cell,11009,0.926605504587156,1.0792079207920793
58648,/images/a4d7a7e1-5ae1-486d-b6ee-c9af1476ccad.png,492,1171,582,1260,90,89,red blood cell,8010,0.9888888888888889,1.0112359550561798
18049,/images/0f0c949e-018a-4f3f-ab02-3704f49c7754.png,29,891,149,1015,120,124,red blood cell,14880,1.0333333333333334,0.967741935483871
41200,/images/eed298b3-35f2-4127-88ad-0c4a9062207b.png,375,824,474,919,99,95,red blood cell,9405,0.9595959595959596,1.0421052631578946
9371,/images/261562a8-ffd8-4e0e-919b-22e267000b74.png,1104,14,1198,126,94,112,red blood cell,10528,1.1914893617021276,0.8392857142857143
4854,/images/c6ab535c-30e5-4b6b-8273-1ec8d78cdd13.png,214,1376,351,1492,137,116,red blood cell,15892,0.8467153284671532,1.1810344827586208
73931,/images/2ae3e6e6-7482-4ab8-ad73-b530b5c2ee3b.png,393,273,476,360,83,87,red blood cell,7221,1.0481927710843373,0.9540229885057471
66432,/images/5f66d20c-fbfe-44ec-a01b-8a09da24807e.png,100,1034,194,1137,94,103,red blood cell,9682,1.0957446808510638,0.912621359223301
69880,/images/9edba799-e169-46cd-b100-c9f8fc7a8c7d.png,624,1411,734,1513,110,102,red blood cell,11220,0.9272727272727272,1.0784313725490196
7995,/images/694222bb-cddf-469a-9526-f873c6fba58e.png,750,12,857,121,107,109,red blood cell,11663,1.0186915887850467,0.981651376146789
56001,/images/4c460388-e0c1-4970-8527-c9e5b42bea49.png,231,1017,324,1111,93,94,red blood cell,8742,1.010752688172043,0.9893617021276596
48873,/images/fed6ba05-36a5-45dc-a4e1-9baa7de2c622.png,903,258,1001,361,98,103,red blood cell,10094,1.0510204081632653,0.9514563106796117
32027,/images/b8a4d467-c40c-4ebf-91dd-1c19d0f2a7ae.png,859,1145,961,1247,102,102,red blood cell,10404,1.0,1.0
57418,/images/00d04a90-80e5-4bce-9511-1b64eabb7a47.png,689,27,786,131,97,104,red blood cell,10088,1.0721649484536082,0.9326923076923077
30547,/images/7d9c1422-6332-44e9-b134-3ac94f07b0f0.png,38,108,154,210,116,102,red blood cell,11832,0.8793103448275862,1.1372549019607843
55246,/images/8ad7ba46-5db8-4ba9-b3e0-3cac52f7efc3.png,389,989,514,1102,125,113,red blood cell,14125,0.904,1.1061946902654867
3851,/images/73dd09d3-2bff-4b5e-b996-9da0b8b54a8f.png,712,165,836,288,124,123,red blood cell,15252,0.9919354838709677,1.008130081300813
48628,/images/55836297-fc8e-4e00-9767-0d12b86e4604.png,103,265,214,365,111,100,red blood cell,11100,0.9009009009009009,1.11
68913,/images/bbaa004f-05dc-4cb8-8768-e148085bb0f9.png,1057,1393,1156,1493,99,100,red blood cell,9900,1.0101010101010102,0.99
69458,/images/664c570b-4822-413c-9724-11b1d91fac44.png,595,916,689,1014,94,98,red blood cell,9212,1.0425531914893618,0.9591836734693877
869,/images/dce55b59-c6c3-4693-aa75-6b348c8f52cd.png,94,410,186,511,92,101,red blood cell,9292,1.0978260869565217,0.9108910891089109
52550,/images/0546d843-d778-4aca-b8b5-bfe23d7c87da.png,295,518,402,638,107,120,red blood cell,12840,1.1214953271028036,0.8916666666666667
56798,/images/0dcbf2c9-f959-4703-a72b-f6a81e66c2ea.png,592,73,693,183,101,110,red blood cell,11110,1.0891089108910892,0.9181818181818182
72386,/images/a15e0fa8-2620-4f66-896e-175115c9dc3d.png,242,660,345,761,103,101,red blood cell,10403,0.9805825242718447,1.0198019801980198
20731,/images/79b3a64f-2fb9-46e0-85d4-2bdd59c2075e.png,397,607,510,714,113,107,red blood cell,12091,0.9469026548672567,1.0560747663551402
24367,/images/4d8a4ce8-0f9c-4f21-8844-4cf0e5514bbf.png,996,1437,1076,1508,80,71,red blood cell,5680,0.8875,1.1267605633802817
21083,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,279,371,389,482,110,111,red blood cell,12210,1.009090909090909,0.990990990990991
38346,/images/674b0fd3-f247-4b7f-97f7-3e6c57c9ba9e.png,153,1214,249,1316,96,102,red blood cell,9792,1.0625,0.9411764705882353
63026,/images/f234a2de-f3c8-4521-a306-8cfdf52dd597.png,301,1233,378,1310,77,77,red blood cell,5929,1.0,1.0
40950,/images/550cf4ce-b641-44a3-8487-3e16d4049187.png,261,197,355,295,94,98,red blood cell,9212,1.0425531914893618,0.9591836734693877
2268,/images/fe851c88-692d-4199-87e0-d19d9c4eb591.png,519,307,625,419,106,112,red blood cell,11872,1.0566037735849056,0.9464285714285714
60933,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,841,1304,919,1393,78,89,red blood cell,6942,1.141025641025641,0.8764044943820225
58834,/images/434523fd-d4d9-4961-a7c2-d71d6ae68e13.png,837,783,950,901,113,118,red blood cell,13334,1.0442477876106195,0.9576271186440678
45729,/images/584d62ed-4329-45dd-94ce-e929d8b2bb74.png,219,792,323,884,104,92,red blood cell,9568,0.8846153846153846,1.1304347826086956
2329,/images/fe851c88-692d-4199-87e0-d19d9c4eb591.png,228,1028,315,1127,87,99,red blood cell,8613,1.1379310344827587,0.8787878787878788
79773,/images/03b9d6ad-39ca-4097-a98b-77f02b3c00a7.png,739,1024,823,1097,84,73,red blood cell,6132,0.8690476190476191,1.1506849315068493
56580,/images/a824b499-3736-4581-bbdc-be1b3b4cf756.png,724,450,845,569,121,119,red blood cell,14399,0.9834710743801653,1.0168067226890756
62032,/images/bdb5d571-27bc-4a42-ae45-aa5a9af40a81.png,1047,217,1144,328,97,111,red blood cell,10767,1.1443298969072164,0.8738738738738738
13848,/images/345cb914-7583-49df-96e3-3cf19c2ba8f1.png,385,503,503,623,118,120,red blood cell,14160,1.0169491525423728,0.9833333333333333
59183,/images/4736f545-1f1f-4d77-9241-d69cbf4dae35.png,509,1112,621,1208,112,96,red blood cell,10752,0.8571428571428571,1.1666666666666667
39320,/images/17ef5841-bd19-4610-ba47-7d321231847b.png,990,1022,1122,1147,132,125,red blood cell,16500,0.946969696969697,1.056
75246,/images/61dfc937-a428-44b4-94fb-d682bdb8dff0.png,663,944,742,1035,79,91,red blood cell,7189,1.1518987341772151,0.8681318681318682
49454,/images/f2574be3-81c6-4fc3-8a40-0230d1264f52.png,314,490,404,584,90,94,red blood cell,8460,1.0444444444444445,0.9574468085106383
52687,/images/9dc6ed5d-6698-48cf-aab3-fd156673729c.png,125,967,232,1073,107,106,red blood cell,11342,0.9906542056074766,1.009433962264151
27747,/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png,789,258,885,355,96,97,red blood cell,9312,1.0104166666666667,0.9896907216494846
37364,/images/08f5a524-0554-49c2-83a8-ae9a6d51e8fd.png,241,1187,346,1297,105,110,red blood cell,11550,1.0476190476190477,0.9545454545454546
65836,/images/daea4860-a296-4f6d-acef-996ab0882676.png,771,558,883,676,112,118,red blood cell,13216,1.0535714285714286,0.9491525423728814
22058,/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,79,861,221,979,142,118,red blood cell,16756,0.8309859154929577,1.2033898305084745
74229,/images/4e43fc22-dc08-4cde-b3ce-ce8a4f377c47.png,712,739,794,834,82,95,red blood cell,7790,1.1585365853658536,0.8631578947368421
54798,/images/b6364a57-72a9-43f3-8d02-9f53a992dc95.png,690,771,801,891,111,120,red blood cell,13320,1.0810810810810811,0.925
46189,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,415,615,533,737,118,122,red blood cell,14396,1.0338983050847457,0.9672131147540983
19139,/images/bb795ddf-ce72-42d5-9006-124db4d5cf1c.png,467,854,592,968,125,114,red blood cell,14250,0.912,1.0964912280701755
64267,/images/83d4e1fe-da84-4175-a9e2-8efc18782dcf.png,547,1384,678,1499,131,115,red blood cell,15065,0.8778625954198473,1.1391304347826088
65143,/images/5e042380-6ef2-496f-8231-0ca550fbfa71.png,1043,729,1135,822,92,93,red blood cell,8556,1.0108695652173914,0.989247311827957
48591,/images/55836297-fc8e-4e00-9767-0d12b86e4604.png,656,463,762,564,106,101,red blood cell,10706,0.9528301886792453,1.0495049504950495
64759,/images/76021d69-8919-4688-95ef-7418eff620cc.png,2,196,95,301,93,105,red blood cell,9765,1.1290322580645162,0.8857142857142857
253,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,891,669,989,767,98,98,red blood cell,9604,1.0,1.0
39011,/images/79806898-0214-44bd-ba2c-b570e911be62.png,765,961,893,1096,128,135,red blood cell,17280,1.0546875,0.9481481481481482
54108,/images/d9345456-b76d-46cc-b81e-46d4a0a7b652.png,1,602,105,710,104,108,red blood cell,11232,1.0384615384615385,0.9629629629629629
60123,/images/ec60ab26-3343-4c5f-9667-cdae999c7d86.png,244,331,356,446,112,115,red blood cell,12880,1.0267857142857142,0.9739130434782609
44702,/images/867f30da-2568-4480-9968-cece78c61c64.png,512,1413,624,1527,112,114,red blood cell,12768,1.0178571428571428,0.9824561403508771
6990,/images/c776eb78-3323-4571-b39f-7ffc73ae63ce.png,583,514,682,628,99,114,red blood cell,11286,1.1515151515151516,0.868421052631579
40934,/images/550cf4ce-b641-44a3-8487-3e16d4049187.png,23,1025,128,1134,105,109,red blood cell,11445,1.0380952380952382,0.963302752293578
39449,/images/5a631871-2fc7-4a68-9c39-f3b9a0bf4a04.png,439,281,555,403,116,122,red blood cell,14152,1.0517241379310345,0.9508196721311475
64256,/images/83d4e1fe-da84-4175-a9e2-8efc18782dcf.png,1055,232,1167,335,112,103,red blood cell,11536,0.9196428571428571,1.087378640776699
74443,/images/06a3effb-996c-4767-afd2-6aa3b697cb4e.png,657,526,743,630,86,104,red blood cell,8944,1.2093023255813953,0.8269230769230769
61612,/images/4a717a39-80f8-4b75-a25e-c46d65d7dcd5.png,1103,1172,1200,1275,97,103,red blood cell,9991,1.0618556701030928,0.941747572815534
47739,/images/afbb264e-ff60-443a-83f5-49d09be1b835.png,886,1155,1004,1265,118,110,red blood cell,12980,0.9322033898305084,1.0727272727272728
72268,/images/ee57e743-a876-4f69-9fe5-bf5d01b44689.png,31,1121,150,1221,119,100,red blood cell,11900,0.8403361344537815,1.19
7255,/images/89f10192-d3dd-4996-a571-4c851dbdc983.png,1012,641,1128,744,116,103,red blood cell,11948,0.8879310344827587,1.1262135922330097
27690,/images/18dbe7c4-89d2-42a6-a969-1e951ab313b1.png,119,876,250,990,131,114,red blood cell,14934,0.8702290076335878,1.1491228070175439
54416,/images/22a464ef-c3da-4d56-b37e-e22e95d945e7.png,995,4,1096,103,101,99,red blood cell,9999,0.9801980198019802,1.02020202020202
35230,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,451,398,546,501,95,103,red blood cell,9785,1.0842105263157895,0.9223300970873787
41488,/images/c4494d4f-732f-431a-8a9d-62403f0b74fe.png,7,177,102,281,95,104,red blood cell,9880,1.0947368421052632,0.9134615384615384
65708,/images/c54fcef1-0c51-4426-9a93-15ec5f2bf58a.png,1038,281,1137,389,99,108,red blood cell,10692,1.0909090909090908,0.9166666666666666
54181,/images/3b5a8060-dec6-4a83-b7f2-b604e4e69dfc.png,36,346,159,463,123,117,red blood cell,14391,0.9512195121951219,1.0512820512820513
30748,/images/8e0dfc1f-e3eb-4a3f-a1c4-249bdfbfaa27.png,495,81,617,200,122,119,red blood cell,14518,0.9754098360655737,1.0252100840336134
26545,/images/4935818a-7e7a-4f44-a3b6-b361d1abfe16.png,0,595,120,712,120,117,red blood cell,14040,0.975,1.0256410256410255
36193,/images/17c06a23-bb77-49cb-9ffb-fbfc75fcc715.png,954,450,1052,561,98,111,red blood cell,10878,1.1326530612244898,0.8828828828828829
64976,/images/dec61ae1-5037-4c3a-8952-15371becca7d.png,1054,254,1144,331,90,77,red blood cell,6930,0.8555555555555555,1.1688311688311688
66624,/images/b88fe674-fb9a-41d4-b100-cb1c86440d44.png,237,807,354,914,117,107,red blood cell,12519,0.9145299145299145,1.0934579439252337
56962,/images/a93c35ba-1690-4358-8837-669bcd850bb7.png,617,1486,734,1596,117,110,red blood cell,12870,0.9401709401709402,1.0636363636363637
20011,/images/ebfd9f67-138e-49f0-9cef-a0352069eedb.png,210,308,315,396,105,88,red blood cell,9240,0.8380952380952381,1.1931818181818181
9821,/images/3859deaf-6ae1-49a3-9051-898d0f0d7de6.png,881,614,990,733,109,119,red blood cell,12971,1.091743119266055,0.9159663865546218
23241,/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,44,1193,167,1326,123,133,red blood cell,16359,1.08130081300813,0.924812030075188
22534,/images/bfe65b11-8aff-46aa-908b-1e989d25fdc4.png,356,1348,464,1468,108,120,red blood cell,12960,1.1111111111111112,0.9
1335,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,345,949,448,1036,103,87,red blood cell,8961,0.8446601941747572,1.1839080459770115
38729,/images/b426ef1d-4a59-4f90-b593-50226af60a60.png,398,49,523,151,125,102,red blood cell,12750,0.816,1.2254901960784315
60274,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,876,95,984,209,108,114,red blood cell,12312,1.0555555555555556,0.9473684210526315
18407,/images/39cc33be-d752-40fe-b7a8-2e69a3517205.png,312,26,421,160,109,134,red blood cell,14606,1.2293577981651376,0.8134328358208955
62907,/images/4b346035-b8c0-46ca-8fdb-a01b1421ee4a.png,960,944,1057,1050,97,106,red blood cell,10282,1.092783505154639,0.9150943396226415
8120,/images/694222bb-cddf-469a-9526-f873c6fba58e.png,187,1214,272,1310,85,96,red blood cell,8160,1.1294117647058823,0.8854166666666666
70122,/images/c742ee2c-6814-46cd-af56-ae87bb9972f4.png,593,875,685,977,92,102,red blood cell,9384,1.108695652173913,0.9019607843137255
5812,/images/143f5959-5b6d-4f95-bcee-9e110450fc22.png,197,1432,320,1553,123,121,red blood cell,14883,0.983739837398374,1.0165289256198347
31701,/images/bd432159-5956-457c-bdeb-1b5e702ba513.png,519,47,644,160,125,113,red blood cell,14125,0.904,1.1061946902654867
40352,/images/eb86033f-4f1c-4e8c-ae84-e8e4c7e08626.png,4,997,85,1095,81,98,red blood cell,7938,1.2098765432098766,0.826530612244898
69217,/images/f274b784-b995-4a7e-a2c2-6cc31c24c4b4.png,66,258,170,364,104,106,red blood cell,11024,1.0192307692307692,0.9811320754716981
24141,/images/505355c9-23bf-4f90-8ebc-6a7ef50964d0.png,657,1435,759,1535,102,100,red blood cell,10200,0.9803921568627451,1.02
41912,/images/783ae4ad-6a35-4b3c-b19f-754974b67b2d.png,410,705,512,795,102,90,red blood cell,9180,0.8823529411764706,1.1333333333333333
57253,/images/6d05ed67-43e2-43af-9d57-70c7a6eeef5e.png,403,508,504,628,101,120,red blood cell,12120,1.188118811881188,0.8416666666666667
31331,/images/31c749e8-18d1-4105-b7e6-8319cceddae0.png,645,887,748,997,103,110,red blood cell,11330,1.0679611650485437,0.9363636363636364
6996,/images/c776eb78-3323-4571-b39f-7ffc73ae63ce.png,182,517,290,619,108,102,red blood cell,11016,0.9444444444444444,1.0588235294117647
48982,/images/df3d98b9-3dd7-4107-8d4a-ae1b7f247793.png,980,330,1096,431,116,101,red blood cell,11716,0.8706896551724138,1.1485148514851484
70253,/images/a5c3b3f8-7ceb-4573-a400-a76b9479af46.png,294,719,389,826,95,107,red blood cell,10165,1.1263157894736842,0.8878504672897196
38460,/images/674b0fd3-f247-4b7f-97f7-3e6c57c9ba9e.png,123,251,217,354,94,103,red blood cell,9682,1.0957446808510638,0.912621359223301
45395,/images/e4eea7ea-8989-46a9-9c98-25a178146b28.png,326,648,436,766,110,118,red blood cell,12980,1.0727272727272728,0.9322033898305084
